string
20201021_9.5_01_degreeper_secondprocessedoffset angle 0.12149006445532667 in rad by: offset_angle in degree:_8.25offset 0th. order in px_-131
nm eV  counts
1.211914227027072e-08 102.30442901341553 1809.2736235119048
1.2126890325100595e-08 102.23906515639322 2739.430803571429
1.2134638262241683e-08 102.17378576090765 3543.146184689154
1.21423860816914e-08 102.10859066340014 3607.5840498236334
1.2150133783447172e-08 102.04347970073404 3596.1973655202823
1.2157881367506416e-08 101.9784527101934 3572.230076058201
1.2165628833866548e-08 101.91350952948159 3550.141059027778
1.217337618252499e-08 101.84864999671993 3550.16052138448
1.2181123413479153e-08 101.78387395044648 3539.7990726962084
1.2188870526726455e-08 101.71918122961445 3490.2888007054676
1.2196617522264304e-08 101.65457167359115 3462.145130621693
1.2204364400090123e-08 101.59004512215637 3440.198688271605
1.2212111160201314e-08 101.52560141550136 3417.4451264880954
1.2219857802595293e-08 101.46124039422723 3395.359657462522
1.222760432726947e-08 101.39696189934385 3362.6460193452385
1.2235350734221249e-08 101.33276577226843 3338.0414324294534
1.224309702344804e-08 101.26865185482424 3294.974681712963
1.225084319494725e-08 101.20461998923928 3258.723303847002
1.2258589248716282e-08 101.14067001814507 3242.5898713073193
1.2266335184752541e-08 101.0768017845753 3184.5396549823636
1.2274081003053434e-08 101.0130151319645 3168.6768008708113
1.2281826703616357e-08 100.94930990414689 3120.520282186949
1.2289572286438715e-08 100.88568594535498 3096.929770171958
1.2297317751517905e-08 100.82214310021841 3094.514956735009
1.2305063098851328e-08 100.75868121376257 3036.151103670635
1.2312808328436381e-08 100.69530013140742 3014.0815489969136
1.2320553440270457e-08 100.63199969896625 3013.3573082010585
1.2328298434350958e-08 100.56877976264433 2991.154686122134
1.2336043310675276e-08 100.50564016903775 2961.0572021053795
1.2343788069240802e-08 100.44258076513219 2945.999503968254
1.2351532710044933e-08 100.37960139830162 2950.943252590388
1.2359277233085055e-08 100.31670191630711 2945.6061576829807
1.236702163835856e-08 100.25388216729563 2927.1739624669312
1.2374765925862839e-08 100.19114199979872 2931.725639329806
1.2382510095595278e-08 100.12848126273141 2939.01031332672
1.2390254147553264e-08 100.06589980539094 2932.275648974868
1.2397998081734185e-08 100.0033974774555 2952.1530877976193
1.2405741898135422e-08 99.94097412898314 2967.2888075947976
1.2413485596754361e-08 99.8786296104105 2951.9450300374783
1.2421229177588386e-08 99.81636377255161 2947.1061025683425
1.2428972640634877e-08 99.75417646659675 2963.603946208113
1.2436715985891213e-08 99.6920675441112 2966.573660714286
1.2444459213354776e-08 99.63003685703414 2976.766665288801
1.2452202323022946e-08 99.56808425767736 3008.1376074735454
1.2459945314893094e-08 99.50620959872425 2999.8898051697533
1.2467688188962598e-08 99.44441273322848 3012.062251984127
1.2475430945228837e-08 99.38269351461285 3025.953173225309
1.2483173583689184e-08 99.32105179666826 3042.774367559524
1.2490916104341008e-08 99.25948743355247 3041.640728339947
1.2498658507181687e-08 99.19800027978886 3059.418643904321
1.2506400792208586e-08 99.13659019026551 3079.9738205467374
1.2514142959419075e-08 99.07525702023382 3093.372568066579
1.2521885008810528e-08 99.0140006253075 3141.6992876432982
1.2529626940380308e-08 98.95282086146149 3162.222876708554
1.2537368754125783e-08 98.89171758503065 3186.9442377645505
1.2545110450044316e-08 98.83069065270881 3191.511346726191
1.2552852028133274e-08 98.76973992154757 3229.6591504078488
1.256059348839002e-08 98.70886524895518 3244.909646439595
1.2568334830811917e-08 98.64806649269546 3282.390528549383
1.2576076055396321e-08 98.58734351088673 3307.9783606150795
1.2583817162140597e-08 98.52669616200053 3348.933531746032
1.2591558151042104e-08 98.46612430486076 3356.3685309193124
1.2599299022098198e-08 98.4056277986424 3406.1573729607585
1.2607039775306236e-08 98.34520650287054 3456.8396921847443
1.2614780410663573e-08 98.28486027741923 3455.5349564594358
1.2622520928167566e-08 98.22458898251037 3497.706404320988
1.2630261327815565e-08 98.16439247871273 3537.952594521605
1.2638001609604923e-08 98.10427062694077 3572.477816358025
1.2645741773532991e-08 98.04422328845364 3620.9974371693124
1.2653481819597129e-08 97.98425032485402 3641.248346560847
1.2661221747794667e-08 97.9243515980873 3678.039710097002
1.2668961558122971e-08 97.86452697044011 3726.292576058201
1.267670125057938e-08 97.80477630453966 3768.806010251323
1.268444082516124e-08 97.74509946335249 3791.2467620149914
1.26921802818659e-08 97.68549631018344 3854.1960841049386
1.2699919620690696e-08 97.6259667086747 3901.8967702821874
1.2707658841632979e-08 97.56651052280456 3958.5495893959437
1.2715397944690085e-08 97.50712761688665 3987.3049630731925
1.2723136929859357e-08 97.44781785556872 4028.289723875662
1.273087579713813e-08 97.38858110383165 4076.8160273368608
1.2738614546523751e-08 97.32941722698844 4112.499517746914
1.274635317801355e-08 97.27032609068323 4164.173693783069
1.2754091691604869e-08 97.21130756089013 4215.651455026456
1.2761830087295036e-08 97.15236150391249 4284.463734567901
1.276956836508139e-08 97.09348778638156 4366.821538800706
1.277730652496126e-08 97.03468627525578 4434.608548280424
1.2785044566931985e-08 96.97595683781945 4481.523024140212
1.2792782490990886e-08 96.91729934168218 4497.569857804233
1.2800520297135304e-08 96.85871365477739 4569.04796351411
1.2808257985362558e-08 96.80019964536174 4610.857583774251
1.281599555566998e-08 96.74175718201388 4634.492049713404
1.2823733008054897e-08 96.6833861336336 4685.72978670635
1.2831470342514627e-08 96.62508636944084 4720.644841269842
1.2839207559046505e-08 96.56685775897454 4781.693259479718
1.2846944657647851e-08 96.5087001720919 4839.510582010583
1.2854681638315981e-08 96.45061347896741 4863.17756558642
1.2862418501048222e-08 96.39259755009165 4888.364679783951
1.2870155245841897e-08 96.33465225627047 4910.561755952382
1.2877891872694313e-08 96.27677746862419 4949.006351962082
1.2885628381602798e-08 96.21897305858629 4971.366636353616
1.2893364772564666e-08 96.16123889790275 4983.8072503306885
1.2901101045577231e-08 96.10357485863102 5012.353188381835
1.2908837200637809e-08 96.04598081313904 5022.5259038800705
1.2916573237743714e-08 95.98845663410428 5020.60157627866
1.2924309156892258e-08 95.9310021945129 5063.868152006174
1.293204495808075e-08 95.87361736765875 5126.582616843034
1.2939780641306503e-08 95.81630202714241 5158.992228835979
1.2947516206566822e-08 95.75905604687034 5178.852375440917
1.295525165385902e-08 95.70187930105386 5160.780147707232
1.2962986983180401e-08 95.64477166420833 5204.444375551147
1.2970722194528271e-08 95.58773301115218 5228.629436728395
1.2978457287899941e-08 95.53076321700594 5240.855516975309
1.2986192263292704e-08 95.4738621571915 5280.695202270724
1.2993927120703868e-08 95.417029707431 5283.734912367725
1.3001661860130736e-08 95.36026574374604 5306.282517636685
1.3009396481570603e-08 95.30357014245678 5344.326085758378
1.3017130985020774e-08 95.24694278018097 5350.165275022046
1.3024865370478544e-08 95.19038353383316 5361.648961089066
1.3032599637941211e-08 95.13389228062368 5386.200121252205
1.3040333787406071e-08 95.0774688980579 5370.277295524692
1.304806781887042e-08 95.02111326393522 5361.638902667549
1.3055801732331548e-08 94.96482525634826 5416.568493716932
1.3063535527786752e-08 94.90860475368193 5451.022583223104
1.307126920523332e-08 94.85245163461259 5474.545166446209
1.3079002764668549e-08 94.79636577810714 5508.848655202823
1.308673620608972e-08 94.74034706342229 5533.129478064374
1.3094469529494131e-08 94.68439537010342 5562.125564925044
1.3102202734879062e-08 94.62851057798402 5608.60938877866
1.3109935822241799e-08 94.57269256718462 5618.036885471782
1.3117668791579628e-08 94.51694121811204 5627.242821318343
1.3125401642889835e-08 94.46125641145842 5597.817804783951
1.3133134376169708e-08 94.40563802820051 5608.954957561728
1.314086699141652e-08 94.35008594959879 5654.679577270724
1.3148599488627551e-08 94.29460005719658 5682.878017526456
1.3156331867800091e-08 94.23918023281911 5698.394097222223
1.3164064128931406e-08 94.18382635857294 5736.000812940918
1.3171796272018784e-08 94.12853831684485 5773.45741016314
1.31795282970595e-08 94.07331599030118 5803.596367945327
1.318726020405082e-08 94.01815926188699 5822.489321538801
1.3194991992990026e-08 93.9630680148251 5840.875771604939
1.3202723663874393e-08 93.90804213261536 5840.446635251324
1.3210455216701189e-08 93.85308149903392 5851.05647872575
1.3218186651467685e-08 93.79818599813221 5887.103863536156
1.3225917968171151e-08 93.74335551423633 5895.959270282187
1.3233649166808859e-08 93.68858993194603 5934.8187417328045
1.3241380247378073e-08 93.6338891361341 5981.160852072311
1.3249111209876059e-08 93.57925301194544 5980.625482253087
1.3256842054300088e-08 93.52468144479627 5996.717096560847
1.3264572780647421e-08 93.47017432037339 6013.180390211641
1.3272303388915319e-08 93.41573152463332 6022.004519400353
1.3280033879101043e-08 93.36135294380153 6066.615685626103
1.3287764251201863e-08 93.30703846437162 6092.675195656967
1.3295494505215033e-08 93.25278797310457 6099.732418430335
1.3303224641137808e-08 93.198601357028 6149.111000881835
1.3310954658967456e-08 93.14447850343517 6165.63175154321
1.3318684558701227e-08 93.0904192998845 6158.277943121693
1.3326414340336373e-08 93.03642363419863 6185.789103835979
1.333414400387016e-08 92.98249139446351 6240.448426477073
1.3341873549299828e-08 92.928622469028 6256.788194444445
1.334960297662264e-08 92.87481674650269 6271.22340718695
1.3357332285835846e-08 92.82107411575936 6285.431065365961
1.336506147693669e-08 92.76739446593027 6307.247781635803
1.3372790549922424e-08 92.71377768640717 6319.9359292328045
1.3380519504790302e-08 92.66022366684074 6339.555707120811
1.3388248341537561e-08 92.60673229713977 6326.156856261024
1.3395977060161454e-08 92.55330346747036 6317.252604166667
1.340370566065922e-08 92.49993706825524 6306.6321511243395
1.341143414302811e-08 92.44663299017294 6317.30330963404
1.341916250726536e-08 92.39339112415719 6293.109430114639
1.3426890753368214e-08 92.340211361396 6295.7683669532635
1.3434618881333915e-08 92.28709359333097 6292.075203924162
1.3442346891159698e-08 92.23403771165667 6291.75464340829
1.3450074782842802e-08 92.18104360831977 6344.959421847443
1.3457802556380465e-08 92.12811117551834 6384.209311618166
1.3465530211769924e-08 92.07524030570113 6389.284060846561
